gender,race,first_gen,income_quintile,in_state,legacy,gpa,sat_total,ap_courses,rec_score,interview_score,ecs_hours_per_week,intended_major,admit
M,White,0,1,1,0,3.56,1273,5,3.54,2.88,4.4,Engineering,0
M,Black,1,4,1,0,3.74,1229,6,2.42,2.16,8.5,CS,0
F,AAPI,0,4,1,0,3.46,1312,4,3.66,4.36,7.4,Humanities,1
F,White,0,4,0,0,3.37,1377,6,3.02,2.54,11.5,Humanities,0
F,AAPI,0,5,1,1,3.35,1241,4,3.04,3.25,7.5,Biology,1
M,White,0,4,0,0,3.52,1207,4,3.15,4.03,7.6,Undeclared,1
F,Black,1,4,1,0,2.84,1253,4,3.5,2.83,6.4,Humanities,0
F,AAPI,0,2,1,0,3.33,1070,3,2.26,3.09,3.2,Biology,0
M,White,1,3,1,0,4.0,1378,6,3.32,1.25,5.3,Humanities,1
F,Black,1,3,1,0,2.8,1079,1,3.17,1.41,7.8,CS,0
M,Hispanic,0,5,1,0,3.61,1274,8,4.12,3.18,9.8,Engineering,1
F,Black,0,3,0,0,3.48,1418,4,2.92,3.15,6.9,CS,0
F,White,0,4,1,0,3.66,959,4,4.11,3.98,10.8,Engineering,1
F,Black,0,3,0,0,3.01,1180,4,3.53,3.64,7.1,Engineering,0
F,White,0,1,1,0,3.42,993,1,3.08,1.53,5.2,Humanities,1
F,Black,1,5,1,0,3.3,1230,2,4.26,4.21,11.1,Humanities,0
M,Hispanic,0,4,1,0,2.98,1051,3,4.55,2.15,5.0,Engineering,0
F,White,0,2,1,0,3.65,1078,0,3.07,3.59,8.8,Biology,0
F,White,1,1,0,0,3.35,1028,0,2.66,2.44,1.7,Economics,1
F,White,1,5,0,0,3.1,1238,2,3.76,5.0,6.6,CS,0
F,White,0,2,1,0,3.13,1255,6,2.35,2.43,0.6,Biology,1
M,White,0,1,0,1,2.99,735,0,2.47,2.74,5.0,Engineering,0
F,White,0,4,0,0,2.85,1177,5,4.18,3.23,10.1,Economics,0
M,AAPI,0,1,1,0,3.51,1061,5,3.44,2.61,2.1,Undeclared,1
F,White,0,2,1,0,3.6,1121,5,2.69,2.1,4.5,Biology,0
F,White,0,5,0,0,3.39,1245,5,5.0,4.96,7.0,Humanities,1
F,AAPI,0,1,0,0,3.18,944,2,2.27,2.31,3.9,Humanities,1
F,White,1,4,1,0,3.45,968,5,3.77,2.58,3.9,Undeclared,1
M,White,0,4,1,1,3.57,1250,9,3.07,3.01,6.9,Economics,1
F,Black,1,2,1,0,2.78,956,5,4.27,3.05,8.8,Engineering,0
F,Other,0,2,0,0,3.44,1161,5,2.88,2.35,3.9,CS,0
M,AAPI,0,3,1,0,2.99,1044,9,3.13,3.76,6.6,CS,0
M,White,0,3,0,0,3.59,1247,5,2.21,3.12,6.6,CS,0
M,White,1,5,0,0,3.07,1197,7,4.75,3.22,6.3,Economics,0
M,Other,0,2,1,0,2.86,1132,5,2.83,3.35,5.9,Biology,0
M,Black,0,3,1,0,3.39,1141,5,3.59,2.32,5.0,Economics,1
M,Black,0,4,0,1,3.41,1138,3,3.55,2.63,7.8,CS,0
M,Black,1,1,1,0,3.21,1017,1,2.77,2.78,3.9,Humanities,0
F,White,0,5,1,1,3.25,1430,4,2.31,3.94,4.1,CS,0
M,White,0,5,0,0,3.58,1025,7,3.36,3.0,3.1,Humanities,1
F,Black,1,1,0,0,3.22,934,4,2.94,2.55,0.0,Humanities,0
M,Hispanic,0,2,1,0,3.73,1278,6,3.39,1.21,4.2,Economics,1
M,White,0,4,1,0,3.54,1335,5,4.69,2.55,8.9,CS,1
F,AAPI,0,5,1,0,3.35,1453,7,3.89,1.88,5.8,Economics,1
M,White,1,1,1,0,2.7,1042,4,3.62,1.68,3.5,Undeclared,0
M,Hispanic,1,5,1,0,2.95,1045,5,3.32,3.49,5.7,Humanities,0
F,White,0,2,0,0,3.38,950,3,2.41,5.0,3.1,CS,0
M,Black,1,2,1,0,3.53,1053,1,3.03,3.06,10.4,Engineering,0
M,White,1,2,0,0,2.89,1176,3,2.76,3.17,2.9,Humanities,0
M,AAPI,0,4,1,0,3.57,1184,5,3.37,2.49,3.4,Engineering,0
F,AAPI,0,2,1,0,3.26,1084,6,2.9,2.06,3.0,Humanities,0
F,White,0,3,0,0,3.6,1206,6,2.29,4.64,6.2,Undeclared,1
M,Hispanic,0,1,1,0,3.54,1089,3,3.86,2.16,3.0,Engineering,1
F,Hispanic,0,1,1,0,2.45,1023,7,3.02,1.2,5.1,CS,0
F,Hispanic,1,4,1,0,3.77,1045,5,3.2,3.3,4.7,Biology,1
F,White,0,2,0,0,3.36,1238,5,2.54,2.56,3.7,Engineering,0
F,Black,0,4,0,0,3.24,1342,4,3.11,3.58,5.0,Biology,0
M,AAPI,0,4,1,0,3.3,1072,3,2.88,4.35,6.6,Engineering,0
M,AAPI,0,5,1,0,3.57,1209,5,2.78,3.5,9.4,Biology,1
M,White,0,1,1,1,3.06,1178,6,3.35,2.98,6.4,CS,0
M,AAPI,0,5,0,0,3.18,1081,5,3.22,3.73,11.1,CS,1
F,White,0,5,1,0,3.31,1316,5,3.95,5.0,4.3,Biology,1
F,White,0,3,0,0,2.99,1104,4,3.08,4.82,3.4,CS,0
F,White,0,1,0,0,3.66,890,2,3.17,2.55,2.1,Undeclared,0
F,White,1,1,1,0,3.19,1299,5,3.15,3.56,4.1,Engineering,0
F,White,0,3,1,0,4.0,1127,8,3.53,4.43,3.3,Engineering,1
F,White,0,1,1,0,3.37,1158,3,2.6,3.35,2.7,Humanities,1
F,Black,0,1,1,0,3.45,928,4,3.64,2.75,6.1,Biology,1
F,White,0,3,0,0,2.98,1367,6,2.59,2.6,8.7,Undeclared,1
M,White,0,3,1,0,3.32,1448,5,3.33,3.08,7.7,CS,0
M,Black,0,5,0,0,3.54,1030,3,2.78,2.29,8.4,Biology,0
M,Hispanic,0,5,1,0,3.34,1242,5,3.43,3.92,5.9,Engineering,1
M,Hispanic,1,2,0,0,3.04,1256,4,3.73,4.01,5.0,Humanities,1
M,Hispanic,0,2,1,0,3.47,1064,4,3.53,2.58,8.1,Economics,1
F,Other,1,1,1,0,3.32,1107,0,3.74,2.44,5.8,Engineering,0
M,AAPI,1,2,1,0,2.78,860,3,3.02,2.06,7.1,Economics,0
F,Other,1,3,0,0,3.38,1005,3,3.85,3.37,8.1,Humanities,0
F,Hispanic,0,5,1,0,3.75,1308,7,3.08,3.19,6.8,Undeclared,0
F,White,1,5,1,0,3.28,1147,4,3.22,2.05,8.9,Engineering,0
F,Hispanic,0,5,0,0,3.27,1190,4,3.58,5.0,6.7,CS,0
F,Black,1,3,1,0,3.48,928,3,3.81,1.58,7.2,Economics,1
M,Black,0,4,1,0,2.58,1312,6,3.07,1.95,9.9,Engineering,0
M,Hispanic,1,4,1,0,3.41,997,7,3.82,3.85,10.4,Humanities,1
M,White,1,2,1,1,3.82,1311,5,3.49,3.43,6.4,Humanities,1
M,White,1,3,1,0,2.42,1044,7,3.5,2.43,6.7,Engineering,0
M,AAPI,0,3,1,0,3.69,1287,7,2.79,2.38,9.5,Biology,1
F,Black,1,2,0,0,3.39,1168,0,2.97,3.27,2.7,CS,1
M,Hispanic,0,3,1,0,2.9,1037,5,3.24,3.3,9.6,Humanities,0
M,Hispanic,1,3,1,0,3.51,1059,4,3.5,2.44,6.0,Economics,0
F,Black,0,1,1,0,3.59,1021,1,2.62,3.6,4.7,Undeclared,0
F,Hispanic,1,4,1,0,3.0,1130,4,2.62,3.56,5.4,Engineering,0
M,White,0,5,1,0,3.31,1083,7,2.22,4.27,4.7,Humanities,1
M,Hispanic,0,4,1,0,3.49,1295,8,3.85,3.06,10.5,Economics,1
F,White,0,5,1,1,3.9,1169,3,4.22,3.85,8.6,Economics,1
M,AAPI,0,3,0,0,3.16,1134,5,2.09,2.82,5.1,Biology,0
F,White,0,1,1,0,3.23,1226,7,3.15,3.23,5.3,Biology,0
F,AAPI,1,2,1,1,3.02,1175,7,3.12,3.19,4.1,Engineering,0
F,White,1,5,1,0,3.5,1143,0,4.23,3.88,3.0,Humanities,0
F,White,1,1,1,0,3.54,1196,7,2.97,3.22,3.7,Humanities,1
M,AAPI,1,3,1,0,3.37,1233,6,3.63,1.49,2.2,Humanities,1
F,Black,0,1,1,0,3.11,986,0,2.84,2.3,5.0,Undeclared,0
M,White,0,2,1,0,3.31,1058,2,2.79,2.97,9.2,Engineering,0
F,Black,0,1,0,0,2.91,1200,5,3.56,3.17,2.8,CS,0
M,White,0,1,1,0,2.89,1194,4,3.75,3.46,6.4,CS,0
M,White,0,1,0,1,3.61,850,2,2.49,3.24,2.8,CS,0
M,White,1,3,1,0,3.9,999,4,3.99,2.44,5.6,Engineering,0
M,AAPI,0,4,1,0,2.85,1317,6,2.82,3.83,4.6,CS,0
M,Black,1,2,1,0,3.45,931,3,1.8,2.25,6.4,Undeclared,0
F,AAPI,0,5,1,0,3.86,1378,5,3.51,4.21,11.0,Engineering,0
M,Black,1,2,1,0,2.83,1366,5,3.5,3.96,5.4,Undeclared,1
M,AAPI,0,4,1,0,3.31,1272,3,2.49,3.09,8.1,Biology,0
F,Black,1,3,1,0,3.13,1011,2,2.11,2.48,7.0,Economics,0
F,Other,0,4,0,0,4.0,1220,3,3.1,2.54,6.2,Economics,1
F,White,0,5,0,0,4.0,1385,3,3.12,2.32,10.9,Biology,1
F,White,0,5,1,0,3.24,1279,4,4.32,2.46,6.3,Biology,0
F,White,0,3,1,0,2.89,1243,1,3.31,2.86,2.1,Humanities,1
F,AAPI,0,5,1,0,3.83,1153,6,3.94,2.75,5.3,Undeclared,1
M,White,0,4,0,0,3.62,1094,6,3.53,1.81,8.3,Humanities,0
F,White,0,2,0,0,3.71,1232,2,4.14,2.51,4.2,Biology,1
M,Hispanic,1,5,1,0,3.12,1130,4,2.96,3.27,7.5,Humanities,0
F,Hispanic,0,1,1,0,3.49,723,3,3.05,2.53,3.8,Economics,0
M,White,0,3,0,0,3.09,1107,2,2.36,2.28,6.5,Economics,0
F,White,1,1,0,0,3.34,1069,5,3.59,1.0,6.8,Art,1
F,White,0,4,0,0,3.42,1343,3,4.07,4.02,10.6,Biology,1
F,White,1,5,1,0,4.0,1460,4,4.02,3.17,4.9,Biology,1
M,Hispanic,0,5,1,0,3.72,1277,4,3.43,3.46,9.9,Humanities,1
F,AAPI,0,1,1,0,3.13,1177,5,2.21,2.94,4.9,Biology,0
M,White,0,2,1,0,3.37,1147,3,3.15,3.3,2.1,Engineering,0
F,White,0,2,1,0,3.28,1180,8,2.79,3.09,6.4,Economics,1
M,White,0,1,0,0,2.79,1034,4,3.65,2.88,9.0,Undeclared,1
F,White,1,3,0,0,3.95,1169,6,3.04,3.61,3.9,Biology,1
M,White,0,1,1,0,3.8,983,2,2.83,3.58,3.8,Undeclared,1
F,AAPI,1,4,1,0,3.35,1462,3,4.7,4.21,2.5,Humanities,1
F,White,0,3,1,0,3.64,840,4,3.78,2.33,5.7,Biology,1
F,Hispanic,0,3,1,0,4.0,1255,3,3.95,3.2,6.4,Engineering,1
F,White,1,5,1,0,3.92,1275,2,3.19,1.92,12.2,Economics,0
F,Black,1,4,0,1,3.25,1212,7,2.89,2.71,4.2,Undeclared,1
M,White,0,2,1,0,3.29,964,4,3.84,2.74,7.6,Biology,0
F,White,0,3,1,0,2.8,940,3,4.2,3.59,6.8,Engineering,0
F,Hispanic,0,5,1,0,3.83,1350,6,2.73,3.11,13.2,CS,0
M,Black,0,5,0,0,3.94,1428,5,3.19,3.74,8.0,Economics,1
F,White,1,4,1,0,3.85,1216,8,2.85,2.82,6.4,Biology,0
F,White,0,1,1,1,3.49,1198,4,3.54,2.34,6.5,Economics,0
M,Black,1,3,1,0,3.45,1076,4,3.95,2.36,6.9,Biology,0
M,Hispanic,0,5,1,0,3.21,1311,7,3.28,3.75,9.9,Economics,0
M,AAPI,0,1,0,0,3.3,1232,3,2.88,2.5,5.8,Engineering,0
F,White,0,3,0,1,3.13,1106,4,2.28,1.06,2.3,Biology,0
M,White,0,3,1,0,3.58,1341,7,2.73,3.51,7.3,Biology,0
F,White,0,2,0,0,3.0,876,1,4.1,2.16,6.4,Economics,0
M,White,1,2,1,0,3.43,1009,2,3.5,3.05,3.1,Biology,0
M,AAPI,1,5,1,1,3.95,1306,5,4.21,2.3,8.0,Humanities,1
M,Black,1,3,1,0,3.46,1406,4,3.08,3.01,1.1,Humanities,1
F,White,0,5,0,1,3.62,1242,8,3.49,1.0,8.2,Biology,0
F,Black,1,3,0,0,3.6,970,1,3.31,2.97,7.4,Humanities,0
M,Black,1,5,1,0,4.0,1493,5,3.69,2.5,9.7,Undeclared,1
F,Black,1,4,0,1,3.32,1142,3,4.38,2.09,8.3,Humanities,1
M,White,0,5,0,0,3.69,1333,9,3.1,3.81,5.4,Humanities,1
M,White,0,2,1,0,3.85,1083,5,3.12,2.81,1.5,Humanities,0
M,White,1,2,0,0,3.43,1090,4,2.72,2.7,7.3,Biology,1
F,White,0,1,0,0,2.49,981,5,1.92,2.22,5.4,Undeclared,0
F,White,0,2,0,0,3.02,1421,1,3.75,3.62,6.4,Engineering,0
F,White,0,1,1,0,3.5,1252,7,4.15,2.45,8.6,Engineering,0
F,White,0,1,0,0,3.05,1308,1,3.56,3.99,0.4,Engineering,1
F,White,0,2,1,0,3.82,1020,6,3.34,3.88,9.7,Biology,1
M,Hispanic,1,5,1,0,4.0,974,7,4.61,4.34,5.9,Humanities,1
M,Black,0,2,1,0,3.11,1089,4,3.48,3.67,7.3,Engineering,0
M,White,0,5,1,0,3.2,1600,8,3.98,2.71,7.6,Undeclared,1
F,Hispanic,0,5,0,0,3.38,1195,7,3.58,3.24,6.7,Humanities,1
M,White,1,5,0,0,3.29,1352,5,3.68,3.04,3.5,Undeclared,1
M,White,0,3,1,0,3.94,1032,3,3.22,3.67,4.3,Economics,1
M,Hispanic,0,5,1,0,3.2,1149,6,4.0,3.19,8.8,Economics,0
M,White,0,3,1,0,3.66,1164,4,2.65,2.81,6.9,Undeclared,1
M,White,0,4,1,0,3.97,1515,6,3.65,4.43,9.2,Undeclared,1
F,White,1,5,1,0,3.78,1384,8,2.99,2.94,5.6,Humanities,1
F,White,0,1,1,0,3.39,798,4,3.41,2.3,6.3,CS,0
M,AAPI,1,1,1,0,3.11,1143,3,4.54,2.48,4.3,CS,0
F,White,0,1,1,1,3.89,924,2,3.67,3.66,6.0,CS,0
F,White,1,4,1,0,3.32,1090,6,4.1,3.25,7.8,CS,0
F,White,0,3,1,1,3.73,1246,1,3.99,3.37,4.8,Economics,1
F,White,0,2,1,0,3.26,1326,2,1.8,3.09,5.8,Biology,0
M,White,0,4,1,0,2.84,1409,6,3.32,1.35,8.0,Humanities,1
M,Hispanic,0,1,1,0,3.15,1131,5,3.37,1.94,6.4,Art,1
F,Black,1,1,1,0,3.12,1098,3,1.85,2.58,7.9,Biology,0
F,White,1,3,1,0,3.28,1328,5,3.13,3.25,4.1,Art,1
M,Black,0,5,1,1,3.33,1044,6,3.6,2.41,4.7,Art,1
F,White,0,4,0,0,3.65,1451,6,2.66,2.29,10.0,Humanities,1
M,White,1,4,1,0,3.67,1082,4,2.82,2.85,3.3,Art,1
F,White,1,4,0,0,3.25,1196,3,4.2,4.16,9.1,Undeclared,0
M,White,0,2,1,0,3.21,1061,4,1.05,1.18,2.9,Biology,1
M,Black,0,3,0,0,2.98,988,8,3.46,1.0,4.4,Biology,1
M,Other,0,5,1,0,3.65,1330,4,4.2,4.59,7.4,Economics,0
F,White,1,4,1,0,3.89,1218,5,3.38,1.88,2.9,Biology,1
M,White,0,3,0,0,3.83,1135,3,4.15,2.68,3.6,Undeclared,1
M,AAPI,1,1,1,0,2.96,1029,8,2.84,1.6,0.0,CS,0
M,White,0,4,1,1,4.0,1434,3,3.01,2.86,8.5,Biology,1
F,White,0,2,0,0,3.14,1412,3,3.19,2.79,5.2,Undeclared,1
F,Other,0,2,0,0,2.91,1280,3,2.97,4.19,5.2,Humanities,0
F,Black,1,4,1,1,2.93,1224,2,3.21,3.68,6.3,Engineering,0
F,Hispanic,0,2,1,0,2.94,901,1,3.09,1.87,5.2,Humanities,0
F,White,1,3,1,0,3.45,1228,5,2.82,1.47,4.5,CS,1
M,White,0,1,0,0,3.1,1154,4,2.6,3.2,6.8,Economics,0
F,White,1,1,0,1,2.9,1133,2,2.58,2.38,0.0,Undeclared,0
F,Hispanic,1,3,1,0,3.03,980,7,3.55,2.42,2.1,Economics,0
F,White,1,5,0,0,3.06,1324,1,2.9,4.15,10.7,Undeclared,0
F,White,0,4,1,0,3.17,1439,2,2.65,1.69,7.5,CS,1
F,White,1,3,0,0,3.64,977,2,2.66,2.71,0.6,Economics,1
M,Black,0,5,1,0,4.0,1361,5,3.62,3.7,8.4,Humanities,1
F,Black,0,2,1,0,3.97,1016,3,3.6,1.96,1.2,CS,1
M,Black,1,5,1,0,3.73,1215,5,3.95,4.24,10.6,Art,1
F,White,1,3,0,1,3.11,982,5,3.58,2.19,8.0,Engineering,0
F,Black,0,1,1,0,3.01,1036,6,3.42,2.74,9.6,Art,1
M,White,1,1,1,0,3.43,1002,5,3.07,2.25,3.4,Engineering,0
F,White,0,5,1,0,3.47,1323,6,3.77,1.01,4.6,Undeclared,1
F,White,1,4,0,0,3.5,1285,4,3.66,2.76,5.1,Art,1
M,White,1,1,0,1,3.8,1195,5,2.81,3.43,2.8,Art,1
M,White,1,5,1,0,3.57,1139,9,2.85,2.37,8.3,Humanities,1
M,Other,1,1,1,0,3.97,1100,4,3.91,2.3,0.0,Biology,1
F,White,1,2,1,0,2.86,941,3,3.28,2.49,4.9,Biology,0
M,White,0,4,1,0,3.64,1205,5,4.03,3.53,4.3,Economics,0
M,Black,0,1,1,0,3.35,1091,4,2.44,2.51,3.1,Engineering,1
M,AAPI,0,5,1,0,3.22,1136,4,3.26,3.22,11.1,Engineering,0
F,White,1,4,1,0,3.69,1263,7,2.57,3.13,9.0,Biology,0
F,AAPI,0,5,0,0,4.0,1218,6,3.89,2.78,9.4,Economics,1
F,White,1,5,0,0,4.0,1227,8,3.13,4.55,8.9,Humanities,1
F,White,0,5,1,0,3.7,1436,4,3.17,2.38,6.9,Humanities,0
M,Black,1,2,1,0,2.58,1035,0,4.37,3.46,4.8,Economics,0
F,AAPI,0,2,1,1,3.49,1249,3,3.75,3.92,1.3,Humanities,0
F,White,1,2,0,0,3.46,1272,3,3.59,2.79,1.8,Art,1
F,White,1,1,0,0,3.04,1218,0,2.38,2.85,4.4,CS,0
F,White,0,4,1,0,3.56,1194,4,2.29,3.52,4.0,Economics,1
F,White,1,1,1,0,3.0,914,6,3.68,2.5,5.8,CS,0
F,Hispanic,0,3,1,0,3.35,1076,5,1.96,1.48,5.9,CS,0
F,White,1,3,0,0,3.64,893,4,3.0,2.8,5.0,Biology,0
M,Hispanic,1,3,1,0,3.82,1236,2,2.81,4.32,4.2,Biology,0
F,White,0,3,1,1,2.96,1280,7,2.89,3.46,7.1,Humanities,1
M,Hispanic,0,2,1,0,3.14,1146,3,2.94,2.96,6.9,Humanities,0
F,White,0,1,0,0,2.63,867,3,2.47,3.4,2.2,Humanities,0
F,White,0,5,1,0,4.0,1214,6,2.77,3.08,6.3,Economics,1
F,White,1,3,0,0,3.58,1308,4,3.45,3.02,5.2,CS,0
F,White,0,3,1,0,2.7,1260,7,3.94,2.66,6.8,CS,0
F,Hispanic,1,3,0,0,3.26,1225,5,2.26,3.38,6.5,Engineering,0
F,Black,1,2,1,0,3.15,1558,4,3.32,2.47,4.6,Engineering,0
M,AAPI,1,4,0,1,3.1,1206,4,3.87,2.85,8.3,Biology,0
F,White,0,2,1,0,3.68,828,5,3.47,3.6,4.9,Biology,1
F,AAPI,0,3,1,0,3.75,1021,4,3.17,2.84,2.5,CS,1
M,AAPI,1,5,0,0,3.53,1248,6,3.14,3.65,10.6,CS,0
F,Hispanic,1,2,0,0,2.98,1073,3,3.66,3.42,7.3,CS,0
F,AAPI,1,4,1,0,3.19,1161,4,3.6,3.04,3.1,CS,0
F,Black,0,4,1,0,3.5,1198,3,2.26,2.82,7.2,CS,0
F,White,0,1,1,0,3.08,975,3,2.97,1.74,7.7,CS,0
F,Other,1,4,1,0,3.41,1237,4,3.43,2.22,5.7,Biology,0
M,White,1,5,0,0,3.64,1400,9,2.84,3.69,9.2,Humanities,1
M,White,0,2,1,0,2.78,1373,6,3.05,3.37,8.0,Biology,0
M,Hispanic,1,5,0,0,3.17,1444,5,3.79,2.41,8.0,Engineering,0
F,White,0,1,1,0,3.23,951,2,2.6,3.12,9.8,Economics,1
F,White,0,1,1,0,3.79,1082,4,3.24,2.97,6.0,Economics,1
F,White,0,5,1,0,3.86,1221,9,2.91,3.95,7.9,Humanities,1
F,White,0,5,0,1,3.51,1323,7,2.91,4.93,7.2,Engineering,0
F,Hispanic,0,4,0,0,3.57,1183,1,3.77,3.56,6.7,Undeclared,1
F,Hispanic,0,4,1,0,3.44,1188,7,4.1,2.55,5.4,CS,0
F,White,0,2,0,1,3.65,1309,5,2.64,3.49,2.4,Undeclared,0
F,Other,0,3,1,0,3.55,1189,9,3.87,2.17,3.8,Economics,1
F,AAPI,0,3,1,0,3.85,1192,4,3.29,4.78,5.6,Engineering,1
M,Hispanic,0,1,0,0,2.72,1118,3,1.77,1.82,6.4,Engineering,0
F,White,1,3,1,0,3.05,1235,5,2.44,3.35,6.5,Engineering,0
M,White,1,1,1,0,3.27,1145,2,3.46,2.8,4.5,Economics,0
F,White,0,1,1,0,3.41,1302,1,2.13,2.47,9.7,Undeclared,0
M,White,0,1,1,0,4.0,905,4,2.73,2.42,8.6,Art,1
F,Black,1,1,0,0,2.49,1070,0,3.05,3.89,1.8,Undeclared,0
F,White,1,1,1,0,3.16,1036,0,3.37,3.25,5.9,Engineering,0
F,White,1,5,1,0,3.46,1188,7,3.61,3.08,4.3,Biology,0
F,Black,1,5,1,0,3.57,1336,6,4.44,4.59,8.0,Humanities,1
M,White,0,3,1,0,4.0,1357,7,2.81,2.91,2.6,Engineering,1
F,White,1,2,1,0,3.56,1012,5,3.26,3.49,3.4,Engineering,1
F,Black,0,1,1,0,2.68,1321,3,3.37,1.73,6.0,Engineering,0
M,Hispanic,1,5,1,0,4.0,1030,8,3.93,2.17,6.2,Biology,0
F,White,1,4,0,0,3.89,1243,4,4.03,3.67,3.8,Humanities,1
M,Other,1,4,1,1,3.5,1060,4,3.29,3.35,4.8,CS,0
M,Hispanic,0,3,1,0,2.83,1085,4,3.69,4.72,3.6,CS,0
F,AAPI,0,1,1,0,3.19,1093,4,2.54,2.24,5.4,CS,0
F,White,0,4,1,0,3.64,1164,5,3.35,3.64,9.8,Economics,0
F,Black,0,3,0,1,3.7,749,1,3.75,2.8,5.5,Biology,0
M,Hispanic,1,2,1,0,2.63,1181,3,3.79,3.58,7.5,Biology,0
F,White,1,2,1,0,2.98,1204,4,3.54,3.52,3.5,Biology,1
F,Other,0,1,1,0,3.62,1062,3,3.15,2.78,4.1,Engineering,1
F,Hispanic,1,5,1,0,4.0,1196,5,3.45,2.61,11.8,Humanities,1
M,White,0,1,1,0,3.39,1033,4,3.43,2.53,4.0,Engineering,1
M,Black,0,5,1,0,3.96,1025,2,4.81,2.31,10.3,Humanities,0
M,White,0,5,1,0,3.72,1011,6,4.01,3.49,5.8,Humanities,1
M,Black,0,1,1,0,3.58,1198,7,3.33,1.0,4.3,Engineering,0
M,Hispanic,1,4,1,0,3.46,1334,4,2.58,2.64,4.4,Humanities,1
F,White,1,1,1,0,3.34,1134,3,2.59,3.52,4.3,Engineering,0
M,White,1,5,1,0,3.06,1283,5,3.31,3.9,7.9,Economics,0
F,White,0,3,1,0,3.65,1285,4,3.85,1.71,7.9,Humanities,1
F,Hispanic,1,1,0,0,2.68,1125,1,2.54,3.27,2.7,CS,0
M,White,0,4,1,0,3.73,1110,9,3.79,2.19,6.4,Humanities,1
M,Hispanic,0,4,0,0,3.28,1226,5,3.47,2.8,9.8,CS,0
F,White,0,5,1,0,3.69,1224,4,3.71,3.81,4.6,CS,0
F,White,1,3,0,0,2.95,1075,2,3.17,2.22,0.0,Engineering,0
F,Hispanic,1,5,0,1,3.26,1365,5,3.29,4.34,5.7,Engineering,0
M,AAPI,0,4,1,0,3.61,1440,1,2.82,3.31,8.3,CS,0
F,White,1,3,0,0,3.54,787,6,3.67,3.37,5.9,Engineering,0
M,White,0,2,0,0,3.65,1069,2,3.15,3.76,2.8,Humanities,0
F,White,0,2,1,0,2.92,1087,4,2.55,3.61,5.4,Art,1
M,White,1,4,0,0,2.83,1323,5,3.53,3.74,5.6,Undeclared,1
F,White,1,4,0,0,3.02,957,7,5.0,2.57,2.6,Undeclared,0
M,AAPI,1,1,0,0,2.75,606,4,2.98,1.91,3.2,Economics,0
F,White,1,3,0,0,3.83,1230,5,4.29,2.77,7.6,Humanities,1
F,White,0,1,0,0,3.66,1195,5,1.55,3.18,3.7,Engineering,1
F,White,1,2,1,0,2.9,845,3,3.04,1.87,1.1,Art,0
F,White,1,4,1,0,4.0,1168,9,3.97,3.57,10.8,Engineering,1
F,Other,0,4,1,0,3.93,1434,6,3.41,3.4,4.3,Humanities,0
M,White,0,1,1,0,2.67,934,3,2.71,2.65,5.3,Humanities,0
M,White,0,4,0,0,3.07,1209,3,3.38,3.15,8.9,Undeclared,0
M,AAPI,1,1,1,0,2.59,1121,3,3.69,2.85,5.2,CS,0
M,Hispanic,1,1,1,1,3.14,850,4,4.54,3.15,3.5,Engineering,0
F,Black,1,5,0,0,3.45,1126,5,4.14,3.8,2.8,Biology,0
M,Hispanic,0,1,0,0,3.2,823,6,2.8,5.0,7.3,Humanities,1
M,Hispanic,0,2,1,0,2.61,1107,3,3.06,3.04,2.3,Humanities,0
F,AAPI,0,1,0,0,2.69,949,4,2.96,2.28,6.8,CS,0
M,Other,0,3,0,0,3.44,1179,2,2.78,1.48,8.8,Art,1
F,White,0,3,1,0,3.62,1264,9,3.21,1.87,2.9,Biology,1
M,Hispanic,0,5,1,0,2.85,1459,3,3.34,2.59,4.5,Art,1
M,Hispanic,0,5,0,1,3.06,1567,9,2.93,3.75,6.6,Art,1
M,Hispanic,0,4,1,0,3.84,1249,5,3.9,2.78,9.1,Undeclared,1
F,White,1,3,0,0,2.85,1071,0,3.55,3.33,4.2,Humanities,0
M,Black,0,1,0,0,3.18,1008,6,2.72,2.21,4.6,Humanities,1
F,White,0,5,1,0,3.1,1130,6,3.59,3.56,6.3,Economics,1
M,AAPI,0,3,1,0,3.69,1238,3,2.72,3.7,8.0,Economics,0
F,White,1,2,1,0,2.54,1026,5,2.87,2.58,3.3,Economics,0
M,AAPI,1,3,1,1,3.22,1213,6,3.86,3.35,3.9,Economics,1
M,Black,0,2,1,0,3.65,999,5,3.48,2.55,2.6,Engineering,0
F,White,1,2,1,0,3.46,1030,6,2.89,1.91,2.2,Engineering,0
F,White,1,3,1,0,3.17,1201,5,3.49,3.44,8.4,CS,0
M,White,1,4,1,0,3.17,1168,6,3.36,3.43,5.6,Humanities,1
F,AAPI,0,1,1,0,3.16,816,2,2.5,3.27,2.0,Biology,1
F,Black,0,5,0,0,3.06,1238,7,3.4,3.96,3.4,Engineering,0
F,Black,0,1,1,0,3.2,973,2,3.36,2.6,3.7,Humanities,0
F,White,0,1,0,0,3.16,1225,1,3.28,2.66,2.3,Art,0
M,Hispanic,0,4,1,0,3.33,1356,4,2.38,2.87,4.3,CS,0
M,Black,0,1,1,0,3.59,765,3,3.2,3.08,2.5,Art,1
F,White,0,4,1,0,3.11,1332,7,3.42,2.99,7.1,CS,1
F,White,0,4,0,0,2.83,1250,2,2.26,3.2,3.9,Humanities,1
F,White,0,3,1,1,3.22,967,6,2.97,2.42,5.2,Art,0
